PRICE,YEAR_BUILT,SQUARE_FEET,NUM_BEDROOMS,NUM_BATHROOMS,LOT_ACRES,GARAGE_SPACES,FRONT_PORCH,DECK
204475,1990,1645.5029075084203,5,1.5,1.01,1,1,0
206445,1986,1655.972998534506,5,3.0,0.87,1,0,0
349928,1990,2415.5204452340267,3,3.0,0.84,3,0,1
642700,2002,3953.337095526813,6,1.0,0.98,3,0,0
528707,1993,3797.3806504897543,3,2.0,0.94,1,1,1
372304,1993,2460.697320560276,6,1.0,0.88,3,0,1
414662,2000,2910.4183143697246,2,2.0,1.54,0,0,1
277569,1989,2099.793511143942,4,2.5,1.34,1,1,1
376633,1991,2837.88921149474,2,2.0,0.73,2,1,0
340503,1998,2171.692896963182,5,3.0,0.65,1,0,0
362510,1985,2774.405487845399,4,2.0,1.09,2,1,1
345245,1992,2574.637999179711,3,1.0,1.27,2,0,0
293820,1981,2487.135950336885,5,1.0,1.05,2,1,1
477713,1990,3256.092411691725,5,2.5,1.12,2,0,0
462451,1998,3459.6780572307102,2,1.0,0.9,0,1,0
374372,1994,2627.1499050780703,3,3.0,1.02,1,1,0
433511,1982,3269.078634341955,5,1.0,1.21,3,0,0
550108,2008,3258.059606867745,3,2.0,0.76,3,1,1
584017,2015,3188.4510664330787,5,2.0,1.05,2,0,0
470734,1993,3201.227849529977,4,1.5,0.87,3,0,0
458011,1989,3274.410039747672,6,3.0,0.79,0,0,0
402680,1991,2587.8698311771936,6,3.0,1.3,2,1,1
351862,1990,2485.7518733287857,4,1.5,1.1,3,0,0
361807,1995,2302.050679324308,3,3.0,1.1,3,1,0
569444,1997,3663.633251161409,3,2.5,1.16,3,0,1
551553,1992,3550.025017832746,6,3.0,1.27,2,0,1
454781,1982,3323.5444657892663,4,3.0,0.75,3,0,1
420517,1998,2790.450012852443,6,1.0,1.13,1,0,0
493603,1995,3259.020328727823,4,2.5,1.15,2,1,0
677455,1997,4719.702018223361,3,1.5,0.8,1,0,0
382801,1991,2575.6750059800747,4,2.5,0.93,3,0,1
423972,1989,3124.813841799224,4,1.0,1.35,2,1,0
423108,1983,3281.388863108271,5,2.0,1.06,1,1,0
715205,2003,4646.368275832491,3,1.5,1.05,2,0,1
122481,1982,1282.5449511746444,2,3.0,1.34,2,0,0
369697,1997,2554.319829892725,4,1.5,1.27,1,0,1
246804,2002,1539.0319257159997,3,2.0,0.73,2,1,1
503435,1995,3372.905474065487,2,2.5,1.0,3,1,1
444812,1991,3324.0857928841574,4,2.5,0.58,0,0,0
212303,1996,1517.6893483652782,2,2.5,0.81,2,0,1
435793,1984,3150.6228558823345,5,2.5,1.38,2,1,1
183120,1972,2304.4677086746315,3,1.0,0.83,1,1,1
383865,1990,2713.4386465191983,5,3.0,0.79,1,0,1
450327,1989,3261.1866546557417,3,2.5,0.91,2,1,0
391684,1991,2974.2306198829365,2,1.5,0.87,2,0,1
443878,1983,3682.18675789604,3,1.5,1.27,0,1,1
326587,1980,2733.2497350033605,3,2.5,0.94,2,0,1
409559,1996,2728.063648078516,3,1.5,1.19,3,0,0
601994,2009,3389.297981130968,5,2.0,1.24,3,1,1
586026,2018,3403.1780614464337,3,1.0,1.37,1,1,1
412291,1987,3275.6077142828326,4,2.0,0.73,0,1,1
346427,1987,2607.185107053231,6,2.5,1.19,0,1,1
400976,1983,3348.173698211426,3,2.0,1.25,0,0,0
268498,1976,2579.992614235004,2,3.0,1.1,1,1,0
498050,1981,3776.0038629142737,6,3.0,1.11,0,1,1
566723,2006,3495.488699141981,3,1.0,1.16,3,0,0
270932,1987,1990.8836131510936,6,2.5,1.32,1,0,0
325005,1991,2275.7053464863197,5,3.0,0.91,1,1,0
274783,1995,1932.2211381782124,4,2.0,1.33,1,0,0
521461,1997,3445.4131050912447,2,2.5,0.81,3,1,1
634121,1995,4211.811832483746,4,2.0,1.49,2,1,0
572088,2002,3557.590211751046,6,3.0,1.23,0,1,0
156580,1976,1874.204079503276,3,3.0,1.03,0,0,0
465100,1993,3262.334376053826,6,1.5,0.55,1,0,0
624720,1997,4101.134924411959,3,3.0,0.97,2,0,1
443228,1981,3420.526003073864,6,2.0,1.01,1,1,0
573413,2003,3776.7562156614986,2,1.5,0.96,2,0,1
512054,1993,3850.699374133325,4,1.0,0.63,0,0,1
513744,1985,3505.299056701664,6,3.0,1.53,2,0,0
641580,2007,3969.20513269531,6,2.0,1.08,0,1,0
293687,2000,1886.250009586913,3,2.5,0.55,2,0,0
529474,1990,3764.497130246204,6,1.0,1.32,1,0,0
267788,1984,2157.925326320653,6,1.0,0.94,2,1,1
414557,2005,2855.0475224706497,2,1.0,1.42,0,0,0
424722,1994,2837.4850724753605,2,3.0,0.94,3,0,0
414091,2000,2776.6072260368232,2,1.0,0.84,3,0,1
355633,2005,2087.2224425172144,5,1.0,1.17,2,1,0
280543,1986,2401.959843250466,2,2.5,0.85,1,1,1
524733,2009,3209.225911052109,5,2.0,0.89,0,0,0
620989,2005,3658.927050770927,4,3.0,0.81,3,0,1
338927,1992,2527.850874162282,4,1.0,0.65,2,0,0
368136,2000,2408.576984967304,6,2.0,0.79,0,0,0
463232,2012,2654.5499555731058,3,2.5,1.17,1,1,0
476372,1990,3264.4807911357457,3,3.0,0.78,3,1,0
397310,2002,2197.4028582867923,6,2.5,0.68,3,1,1
448124,2006,2826.831058181936,3,3.0,0.94,0,0,1
483659,2019,2468.066288497926,5,3.0,1.23,0,1,1
565672,2008,3241.8172676117147,6,2.0,0.96,2,0,0
393177,1987,3013.847533418608,6,2.0,0.74,0,1,0
548909,1979,4270.7271578315285,6,1.5,0.72,1,0,0
381243,2003,2061.622344633936,5,3.0,0.8,3,1,1
465615,2005,2970.772713139581,3,1.0,1.0,2,0,0
493532,1997,3522.219030850641,2,2.5,1.18,0,0,0
523962,1979,3798.414121294741,6,2.0,1.28,3,1,1
514320,2014,2568.470330838511,6,3.0,1.27,2,0,0
560373,1999,3811.820762574592,4,2.0,1.24,0,0,1
412302,1979,3743.683608914031,2,1.0,1.05,0,1,1
538812,1999,3312.747781325544,6,2.0,0.46,3,1,1
369212,1990,2453.7470596684825,5,2.5,0.91,3,0,1
554265,2013,3264.767418069378,2,3.0,0.97,1,1,1
440708,2010,2643.0587818501544,3,1.0,0.95,2,1,0
205140,1977,2425.2674653930885,2,1.0,1.09,0,0,1
680026,2014,3846.178445171625,3,2.5,1.04,3,0,0
722884,2009,4383.566629658815,3,2.0,0.69,3,1,0
252780,1988,1982.867687047422,4,3.0,0.69,1,0,1
612359,1997,4124.399152837075,2,2.5,1.08,2,0,0
566127,2007,3513.8496462388634,2,1.5,0.77,3,0,0
414350,1988,3137.0057656766285,4,3.0,0.92,0,1,0
500967,1982,3792.119533020423,3,3.0,0.81,2,1,1
393081,1995,2447.5415297348936,6,2.0,0.73,3,1,1
437952,1993,3163.349048692864,3,2.0,1.23,1,1,1
551716,1977,4208.778090689346,5,1.0,1.36,3,1,0
351297,1998,2449.6504769506755,2,1.5,1.09,2,0,1
422042,1995,3178.2829334619933,2,1.0,1.02,1,1,1
338725,1980,2990.8356511978577,2,2.5,0.84,1,1,0
360053,1995,2554.35631617483,3,2.5,0.96,1,1,0
437683,1988,3236.221196761053,6,1.0,0.15,2,1,0
333755,1989,2547.7061048591027,5,2.5,0.94,0,1,0
332217,1979,2894.786324012027,2,3.0,1.2,1,1,1
270009,1988,1772.3964460149025,6,2.5,1.11,3,0,1
445075,2001,2935.167517407136,3,1.5,0.82,2,1,1
327700,1993,2564.0017774660905,5,1.0,0.54,0,1,0
257099,1996,1739.3328640937732,5,3.0,1.08,0,1,0
415922,2001,2606.8157760293943,3,1.5,1.16,3,1,0
715988,1997,4661.256656949598,5,3.0,1.12,1,1,1
430797,1987,3063.315960093344,5,1.5,0.92,3,1,1
415759,2002,2501.3968974676395,6,2.0,1.37,1,1,1
331411,1973,2781.075174557845,4,3.0,0.95,3,0,0
378639,2013,1957.2651878058675,6,1.0,0.67,2,1,0
501062,1999,3102.7527839693075,5,3.0,0.71,2,1,0
690796,1997,4552.978061363343,4,2.0,1.19,2,0,0
490264,2011,2963.760327556219,5,1.0,1.38,0,0,1
233683,2005,1518.5548488822035,3,2.0,1.06,0,0,0
466188,1999,3128.2593117284864,5,1.5,0.63,1,0,1
520638,1984,3661.590711488583,6,2.5,1.26,2,1,1
169152,1972,1951.6848925593156,4,3.0,0.76,1,1,1
312684,1990,2415.230861315041,3,1.5,0.86,2,1,1
460772,2000,3147.815545372684,2,1.5,0.74,2,1,1
430929,1998,2684.865453509877,6,1.5,1.38,2,0,0
446249,2012,2165.9944188989184,5,3.0,1.09,3,0,0
397308,1983,3164.723270424729,3,3.0,0.84,1,1,0
526273,1996,3677.492481404504,4,1.5,0.81,1,0,1
402206,1988,3117.041313214084,4,1.5,0.81,1,0,1
189456,1980,2096.3786029023568,4,1.0,1.0,0,0,1
406666,1990,2710.1100352163216,4,3.0,1.01,3,1,0
447855,1992,3152.70299310147,6,2.5,0.83,0,0,1
554091,1993,3909.27533785674,2,2.5,0.68,2,0,1
549629,1998,3433.193401239181,6,3.0,1.31,1,0,0
397737,2000,2697.5828056304817,2,2.5,1.04,1,0,0
484094,1990,3340.299069376488,4,1.5,1.37,3,0,1
558814,2001,3461.7623802950725,4,2.0,0.97,3,1,0
646025,2015,3709.839569377972,2,2.5,1.47,2,1,0
551082,2007,3391.880993074408,6,1.5,1.32,0,0,0
385532,1997,2490.880782523692,4,2.0,0.46,3,0,1
244238,2006,1552.5933330234332,3,2.0,1.09,0,0,1
546088,1998,3386.923656400171,4,3.0,0.87,3,1,1
518731,2001,3294.2069585218023,6,1.0,0.64,2,1,0
395139,1984,3287.5934297063613,2,1.0,0.8,2,1,0
478361,1996,3186.407509854276,2,2.5,0.86,3,0,0
436851,1998,2772.343935166591,6,2.5,0.9,1,1,1
459463,2007,2742.759134109263,5,3.0,0.87,0,0,1
411704,2001,2687.031060564062,4,2.0,0.91,1,1,1
263095,1982,2244.9712456287584,5,2.0,1.09,1,1,1
414898,1988,2867.9868378038914,5,1.5,1.48,3,1,1
542740,2008,3185.6011953389566,5,1.5,1.16,2,1,0
534788,2010,3169.590443971356,4,1.5,0.79,2,1,1
379670,1996,2534.8048779233163,6,1.5,1.13,1,0,0
602206,2007,3510.710207559843,6,3.0,1.04,1,0,0
609220,2011,3859.8013835465263,2,2.5,0.85,0,1,0
653906,1993,4328.042771980989,6,3.0,0.98,1,1,1
192783,1985,1809.5543513068812,3,2.5,1.59,0,0,0
631485,1995,4173.901052965632,3,3.0,1.36,2,0,1
371604,1992,2485.3635211373694,6,2.5,1.42,1,0,1
253450,1989,1990.334008866418,5,2.0,0.66,1,1,0
746348,2013,4461.323513222941,5,2.5,1.31,0,0,1
398561,1993,2835.7441392012915,3,2.0,0.88,2,1,0
546034,1990,4250.566444633523,2,1.0,1.23,0,1,1
351503,1996,2350.023300866773,3,2.5,1.1,2,0,0
572604,1983,4350.030644723539,5,1.5,0.84,1,0,0
491761,1995,3539.744246276743,4,2.0,0.72,0,0,0
438822,2013,2176.8151740938424,4,3.0,0.82,3,0,1
247569,1966,2818.7995137861712,2,1.5,1.15,2,0,0
485841,1998,2956.941768859274,6,3.0,0.82,2,0,0
338342,1995,2553.284674291919,2,3.0,0.69,0,0,1
529010,1998,3427.403224024079,5,2.0,0.66,2,1,1
309021,1997,2135.1438118869787,2,1.5,0.75,3,1,1
369578,1993,2825.188853579989,5,1.0,0.72,0,0,1
238091,1986,2130.2777041653235,3,2.5,1.07,0,1,1
298982,1988,2113.217129466803,5,3.0,0.8,2,1,1
525315,2002,3211.7673502378843,3,2.5,1.07,3,0,1
489757,2015,3052.0525014027344,2,1.0,1.13,0,1,1
592333,2001,3868.221257193615,4,3.0,1.14,0,1,0
359779,1995,2714.860013692868,4,1.0,1.17,0,0,0
584559,1983,4564.06325308854,3,1.5,0.83,1,1,1
205140,1980,1965.6008045333333,6,2.0,1.02,0,0,0
379277,1991,2550.518333401768,5,3.0,0.78,2,0,1
384048,2012,2095.990243428114,4,3.0,1.31,0,0,1
327475,1991,2482.5026551182727,3,2.5,0.84,1,0,0
526168,2015,2845.122656838419,3,2.0,0.96,3,0,0
542629,1991,3695.861557286738,3,2.5,1.05,3,0,1
465624,2019,2116.1611336382853,6,3.0,0.88,2,0,0
278614,1995,1941.429113128348,3,1.0,1.16,3,0,0
198550,2004,1301.338308146849,2,2.0,0.89,1,1,1
271659,1981,2476.3994226598656,2,1.5,1.18,2,0,1
325687,1988,2261.580288057457,6,1.0,1.43,3,1,0
595101,1994,3759.344464549045,5,3.0,1.08,3,0,0
229995,1968,2483.302705048195,3,3.0,0.5,2,0,0
369149,1996,2292.998332444333,4,2.5,1.18,3,0,1
406786,1998,2642.9072533944427,6,1.0,0.69,2,0,1
267714,1990,2145.429578313654,3,1.0,1.06,2,1,0
385373,1999,2532.154784339905,4,2.0,1.37,1,1,1
436939,2006,2922.9320912222247,2,1.0,0.9,1,0,0
155481,1978,1631.8745937018148,5,2.5,0.88,1,1,1
402910,1985,3045.4043909236552,6,2.0,0.74,1,1,0
513617,2007,3314.7841436094905,2,2.5,1.26,0,1,1
456645,2000,2953.3040603350387,2,2.5,1.41,2,1,1
455047,2003,2869.9848196354124,6,1.5,0.47,1,0,0
629115,2002,3709.439565191152,5,2.5,1.68,3,1,0
560415,1998,3652.4372808052353,4,2.0,1.17,2,0,0
519663,1986,3809.088538194297,2,3.0,1.22,2,0,1
632491,1999,4353.945169733062,2,1.0,0.96,2,1,0
513795,1992,3669.9676313027367,5,2.0,1.22,0,0,0
487682,2012,2610.5489661454963,3,2.5,1.24,3,0,0
453350,2019,2168.006351367333,5,3.0,1.21,1,0,0
167290,1991,1567.6064000325007,3,2.0,0.81,0,0,1
368761,2001,2521.076305694925,2,3.0,1.04,0,0,0
426631,1992,2935.8771635172307,5,3.0,0.75,1,1,0
527132,1995,3546.885087607555,2,2.5,0.84,3,1,0
551532,2013,3264.8840065175445,6,1.5,0.62,0,0,1
490110,1988,3765.405136499801,2,2.5,0.52,1,0,0
82418,1984,900.7903318049456,5,1.5,0.32,3,1,1
400207,1998,2515.719807761085,2,3.0,1.19,3,0,1
649160,1993,4382.072731365157,2,3.0,0.79,3,1,0
345318,1993,2527.4562964445254,5,2.0,1.08,0,1,0
331380,1982,2804.204798221092,2,1.0,1.05,3,0,0
452216,1993,2978.4447605283644,6,1.0,1.03,3,0,1
191077,1990,1563.184373901645,5,2.5,0.94,0,1,0
309401,1986,2470.3424841672595,2,2.0,0.59,3,1,0
480356,1975,3857.379429696164,4,2.5,0.95,2,0,0
446997,2003,2731.3166659394333,6,2.5,1.32,0,1,0
355345,1994,2418.305363604468,6,2.0,0.84,1,0,1
429193,2000,2684.620804725665,6,3.0,1.1,0,1,1
516035,1985,3539.5728473331683,6,2.5,0.84,3,1,0
344358,1982,2742.7243382558454,5,2.5,1.03,1,1,0
486198,1989,3403.321726879662,6,1.5,0.88,2,1,1
456308,2008,2899.3922856506056,2,1.5,1.26,1,1,0
446321,1994,2921.475882544499,5,2.5,1.04,2,0,0
416672,1985,3188.480726531731,4,1.5,1.06,2,0,0
408671,1975,3596.8084058665468,5,1.5,1.11,0,0,1
415185,1992,3048.5681790054027,5,2.0,0.86,0,1,0
583638,2007,3364.9203316012345,6,2.0,1.26,2,1,0
404683,1986,2820.2248112700954,4,3.0,1.11,3,1,0
356132,1987,2581.881585523005,6,2.5,1.09,1,0,1
446589,1987,3276.929055589827,6,3.0,0.67,0,1,1
730543,2009,4565.955553835272,4,2.5,1.21,0,0,0
494375,2002,3058.502264812242,6,3.0,1.04,0,0,1
459396,1986,3279.6429247520487,6,2.0,0.83,2,0,0
628958,2011,3762.38773725123,5,1.5,1.14,1,0,1
597821,2011,3851.809944696429,2,2.0,0.67,0,0,1
547533,2002,3284.890766261332,6,2.5,0.82,2,0,0
526628,2002,3146.5218360351,6,2.0,1.31,2,0,1
495228,2006,2752.193281319001,4,3.0,1.16,3,0,0
435600,2007,2593.33375893001,4,3.0,1.44,0,1,0
440964,1986,3231.7649285917314,3,3.0,1.08,2,1,0
531712,2003,3313.0823162600364,3,1.5,1.15,3,0,1
317395,1982,2585.63668964487,4,2.0,0.97,2,1,0
432489,1994,3223.264742754911,5,1.0,0.6,0,0,1
558262,2008,3256.085360528205,5,2.0,0.99,2,1,0
187508,1984,1609.7264424212913,3,3.0,1.07,2,1,1
503395,2004,3036.305348009224,4,1.5,1.03,3,1,0
663458,2003,4297.059947624321,2,3.0,1.26,1,1,0
555381,2008,3086.5419407323584,4,3.0,1.16,3,1,1
591833,1992,4066.221644278514,2,3.0,1.46,2,0,1
227322,1992,1641.8197690102984,4,1.0,1.07,3,0,0
416915,1988,3294.436708939254,2,1.0,0.85,2,0,0
394631,2006,2617.87859808068,2,2.0,1.13,0,1,1
303304,1996,2039.6996581797544,6,2.5,0.99,0,1,0
376633,1982,3065.221377728999,6,1.5,1.29,0,0,0
428049,1979,3349.6608556403207,5,1.0,1.04,3,0,0
497581,2003,3354.5444054914715,3,1.0,0.96,1,0,1
471542,1998,3192.2834339302776,2,1.5,1.68,2,0,0
419209,1992,2773.395537914129,5,2.5,1.38,2,1,1
547450,1979,4380.004188608907,3,2.0,1.03,1,0,1
355715,1999,2274.102633570161,6,1.5,1.14,1,1,0
605724,1985,4580.499039316295,3,1.0,0.91,2,0,1
482733,1992,3365.2250826266586,6,1.5,1.03,1,1,1
380838,1989,2790.5886219384347,5,2.0,1.15,1,1,1
740364,2011,4417.762465822855,4,2.5,0.68,2,1,1
555741,1993,3615.2741756223136,5,2.0,1.23,3,0,1
384111,2001,2265.411903692299,5,1.5,1.12,3,0,1
456017,1989,3578.783625966448,2,2.5,0.78,0,0,1
351406,1988,2557.3742449531032,4,1.5,1.02,3,1,1
413133,1982,3294.558361416834,3,1.0,0.93,3,1,1
449885,2007,2855.9021248262748,2,1.0,1.1,2,0,1
391878,2000,2528.8569092676425,6,2.5,0.67,0,0,0
445748,1995,3201.989186384731,4,1.5,0.53,1,1,0
383036,1985,2953.5793329540334,2,2.5,0.5,3,0,0
780189,2001,4892.262646249,3,3.0,1.09,3,1,0
251574,1979,2308.1650309973647,2,3.0,0.69,2,0,1
742596,1994,5107.640656048515,2,1.5,0.93,3,0,1
536639,1996,3528.594520297049,4,1.5,0.99,3,1,1
416387,2008,2536.916036104424,4,1.5,0.89,1,0,0
324014,1995,2269.762197972017,5,1.5,1.07,1,1,1
325872,1989,2262.150838698133,5,2.5,1.27,2,1,0
466821,2000,3042.4750137928486,6,1.5,0.53,1,0,0
275608,2001,1725.7237220377235,4,1.0,1.45,2,1,0
586869,1997,4021.1302350096753,4,2.0,1.58,0,0,0
477095,1993,3319.6352214914737,4,1.5,1.11,2,0,0
366923,1969,3124.824045789491,6,3.0,0.88,2,1,1
521745,2003,3392.637581751774,6,1.0,1.19,0,0,1
487584,2000,3104.23060041207,4,2.0,1.13,2,0,1
308760,1988,2284.072467477431,4,1.5,0.91,3,0,0
319042,2001,1987.2820069274196,4,1.5,1.23,2,1,1
356627,1982,2886.849693124207,3,1.5,0.74,3,0,0
446197,1986,3005.652094602533,6,2.5,1.19,3,1,0
428866,1988,2945.773393294367,4,3.0,0.8,3,0,0
418049,2003,2566.9975027458486,2,2.5,0.7,3,0,0
676371,2001,4462.808242154122,2,1.5,0.63,3,1,0
650800,2008,4093.334754284481,6,1.0,1.12,0,0,1
345831,1999,2150.8767231444467,5,2.0,0.88,2,0,1
414133,1995,2685.891697819612,6,1.0,0.75,3,1,1
377344,1979,3016.961285376587,6,2.0,1.32,1,1,0
361965,2002,2167.76808550123,3,2.0,1.12,3,1,0
477245,1994,3427.6350376375767,2,2.0,1.54,1,1,0
363057,1992,2631.3859671903083,3,1.0,0.89,3,0,0
488460,2014,2889.0677717131352,3,2.5,0.84,0,0,1
702169,2010,4222.799081684034,5,1.5,0.75,2,1,0
333587,2001,1921.9156136143952,6,1.0,1.02,3,0,1
530043,1990,3786.956564417353,5,3.0,0.8,0,1,0
243820,1985,1838.804649929925,3,3.0,1.2,3,1,1
690241,2001,4324.608446295055,3,3.0,0.77,3,0,1
481390,1986,3515.934522150077,5,3.0,0.6,1,1,0
401222,1978,3431.4865871963416,6,1.0,1.1,0,0,0
654738,1994,4278.257988889785,6,3.0,1.2,1,0,1
512581,1978,4039.875057893077,3,2.0,1.44,2,0,1
587371,2002,3802.810195122213,4,1.5,0.63,2,1,0
514147,1996,3307.317384286214,3,3.0,0.87,3,0,1
533198,1991,3873.659574464557,5,2.0,0.81,0,0,0
663634,2005,3957.8994054787167,6,1.0,1.33,3,1,1
342549,1994,2589.6635081816567,2,1.0,0.94,2,1,0
323965,1983,2638.767877401256,3,1.0,1.21,3,0,0
419311,2004,2558.079697666801,2,3.0,1.04,2,0,1
515751,2004,3350.346309787584,3,2.0,0.88,1,0,0
353913,1995,2627.0869603873234,5,1.0,0.99,0,1,0
444072,1991,3334.1524727130827,4,1.0,0.93,1,0,1
667059,2002,4252.063823750299,4,2.0,0.95,2,0,1
308816,1988,2439.777370401022,5,1.5,0.69,1,1,0
676791,2008,3873.278909293788,5,3.0,0.72,3,1,1
562483,2012,3492.8878373377675,2,2.5,1.07,0,1,0
353544,1984,2797.9609259572485,4,2.0,1.59,1,0,1
401177,1998,2684.8492951979133,4,2.0,1.23,1,1,0
507239,1999,3327.261680191408,6,1.0,1.21,1,1,1
489781,1991,3770.209718804551,2,1.0,0.95,1,0,0
423092,1984,3256.6189577004043,4,2.5,1.14,1,0,0
192482,1982,1819.2149723084592,5,2.5,1.14,0,0,0
350065,1995,2257.7707366648,6,1.5,1.26,2,0,1
425584,2012,1997.5659565885132,6,2.5,1.23,3,1,1
299794,1980,2780.296703210921,2,3.0,0.85,0,1,0
336331,2001,2115.21216159728,6,1.5,0.77,1,0,0
362177,1993,2665.1852223685746,3,3.0,1.16,0,0,1
192896,1988,1767.976204864626,2,3.0,1.18,0,1,1
411562,1983,2897.417786812256,5,3.0,1.13,3,1,0
319131,1993,2311.543088504264,4,2.0,1.16,1,1,0
466679,1997,3430.1954441815788,2,1.0,0.81,1,1,0
280514,1994,2226.4278323156623,3,1.0,0.77,1,1,0
310845,2012,1821.6355785600333,3,2.0,0.84,0,1,1
418858,1991,2996.723856004321,6,2.5,0.79,0,1,0
473116,1995,3119.775384493203,5,1.5,1.51,2,1,0
321647,2006,1806.317763720184,5,2.5,0.88,1,0,1
647230,2000,4242.868706725084,5,3.0,0.72,0,0,1
456243,2014,2477.291049081399,3,2.5,0.81,2,1,0
673412,2006,4151.749480104165,6,3.0,0.71,0,0,0
502368,2003,3049.454530504784,6,1.0,1.33,2,1,0
242514,1991,1903.4310111656007,4,1.0,0.8,2,1,0
525545,2004,3312.969995463818,4,2.5,0.74,1,1,0
251800,1988,1927.6705513117352,2,3.0,0.51,3,1,0
294364,2003,1819.4304455752172,2,1.0,1.43,3,1,0
510812,1991,3536.753155789379,6,3.0,1.02,0,0,0
445219,1985,3392.460598795348,6,2.0,1.09,0,0,0
297846,1995,2127.3117135669345,2,2.5,0.75,2,1,1
494523,1990,3471.4877001160435,6,1.0,0.92,2,1,1
603483,1996,3940.223415987188,4,3.0,0.83,2,1,1
373286,2001,2620.579730062923,3,1.5,1.18,0,1,0
70616,2003,611.1130867866168,3,1.0,0.93,0,0,0
205077,1990,1865.184231784088,4,1.0,1.02,0,1,1
434554,1991,3239.364678376742,3,2.0,0.91,1,1,1
379529,2019,1921.19836623198,6,1.0,1.09,0,1,0
581329,2009,3303.5292961992423,5,2.5,1.22,2,0,1
561255,2005,3569.037196818784,2,2.0,1.06,2,1,0
538141,1984,4200.6095559033165,4,1.5,1.37,0,0,1
498912,2004,3073.08563477734,3,1.5,1.03,3,1,0
469126,1990,3333.507998127112,4,1.5,1.44,2,1,1
397979,2002,2433.862756300362,3,3.0,0.86,2,0,1
533108,2006,3280.3876819279217,6,1.0,1.07,1,1,1
441377,1994,2879.8503997462367,6,1.0,0.96,3,1,1
311831,1987,2571.211231213935,2,3.0,1.41,0,0,0
340068,1973,3031.7880404196817,4,1.0,1.02,3,0,0
541108,2007,2995.054294759267,5,3.0,0.79,3,0,1
434553,1997,3143.0264353632297,2,2.5,1.04,0,0,0
353689,1991,2660.597308575734,4,1.5,1.14,1,0,1
472179,2012,2316.194519716162,6,2.5,1.15,3,1,0
570950,1998,3818.337208109124,6,1.0,0.88,1,0,0
394914,1998,2681.0939038367105,4,2.0,0.85,1,0,0
446086,1983,3484.9126162554703,3,3.0,0.89,1,1,0
467215,1998,3016.4396209333886,5,2.0,0.65,2,0,0
560522,1997,3454.1526442948816,6,2.5,0.66,3,1,1
290617,1999,2105.78541843464,2,1.5,1.15,1,0,1
447614,1978,3923.763496224396,3,1.0,1.27,0,1,1
574104,2001,3645.364953383384,6,1.5,1.32,1,1,0
485477,1996,3160.514194626582,4,3.0,0.76,2,1,1
375509,1995,2303.3954708338133,6,3.0,1.0,2,1,0
201924,1983,1633.165121154307,6,2.5,0.63,2,1,0
525080,1994,3743.867689782571,3,2.0,0.9,1,1,1
577066,2003,3873.44239036706,3,1.0,1.07,1,1,0
303547,1989,2325.9851594884217,4,1.0,1.31,2,0,0
400231,1999,2609.546419392035,2,3.0,0.92,2,1,0
474402,2007,2954.682961072835,3,1.0,1.08,2,1,1
484276,1991,3228.51121478754,5,2.0,1.0,3,1,0
660842,1991,4449.95221276972,6,3.0,0.89,1,0,0
453749,1997,2813.9947477909586,5,2.0,1.11,3,0,1
670309,1995,4259.730953208589,6,3.0,1.09,2,0,1
305332,1997,2268.880477440965,3,2.0,1.0,0,0,0
607252,1986,4312.348979627329,3,3.0,1.36,2,1,1
346093,1982,2881.6264818213613,3,2.5,1.09,1,1,1
445946,2001,2788.3120296839984,4,2.0,1.18,2,0,0
742807,2007,4559.386496924456,4,3.0,1.26,1,1,0
383585,1988,2499.5669325911367,6,3.0,0.91,3,0,1
550791,2015,3221.612885539296,4,2.0,1.17,0,0,0
433916,2001,2513.7791169815123,6,1.5,1.29,3,1,0
580366,2002,3402.4457619536365,5,3.0,1.0,3,1,0
328501,2017,1789.67898813354,3,1.5,1.17,0,1,1
421897,2000,2747.985541913462,6,2.0,0.98,0,0,1
413406,1980,3260.3780926990576,4,1.5,0.79,3,1,0
299231,1986,2609.540073602961,2,1.5,1.02,1,1,1
657329,2003,4212.86025966222,4,2.5,0.86,1,1,1
638696,2008,3782.973773109397,4,2.0,0.75,3,1,0
364780,1977,3101.539985829672,2,3.0,0.97,2,1,0
518261,2012,3093.078322008152,2,1.5,1.12,2,1,1
356877,1981,3240.519595005492,2,1.5,1.22,0,1,0
332413,2009,2137.086852512233,2,1.5,1.29,0,0,0
301322,1998,2414.483423104,2,1.0,0.61,0,1,1
450667,2004,2904.4500895792826,6,1.0,1.0,0,0,0
286767,1997,1725.115483869835,6,3.0,1.2,1,1,1
601066,2009,3770.440048423044,3,2.0,0.7,1,1,1
339469,2005,2323.7993716104284,3,1.0,1.06,0,0,0
341119,1981,2884.796083521026,3,2.5,1.06,1,0,0
417977,2000,2758.513345253307,2,2.5,0.78,2,0,1
534932,1996,3689.8859075867,3,1.5,0.93,2,1,1
415340,1985,3386.271104009506,3,2.0,1.16,0,0,0
358352,1996,2599.3518849882357,2,1.0,1.23,2,0,0
395022,1983,3025.484673150579,3,2.0,1.08,3,0,0
421748,2000,2683.326079427351,4,2.0,0.95,2,0,0
526576,2000,3250.512954007517,5,2.5,1.1,2,0,1
304862,1998,2102.415073496846,3,1.0,1.3,2,0,1
332119,2001,2485.7942869316325,2,1.0,0.95,0,1,1
532665,1995,3629.433482831875,4,2.5,1.05,1,0,0
486677,1979,3801.5139642544736,5,1.5,0.93,2,1,0
